Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785159438,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785159439,5,,Aggregated,0.000000,0.000000,33,34,37,37,260,280,280,280,280,280,280,16,0,32,65.91813507839106,9.58531303331256,277.2937479894608,4855.125
1785159440,10,,Aggregated,0.000000,0.000000,34,37,75,84,200,260,280,280,280,280,280,27,0,34,60.30110466397471,9.58531303331256,277.2937479894608,5802.111111111111
1785159441,15,,Aggregated,16.000000,0.000000,27,34,37,44,92,200,280,280,280,280,280,45,0,27,44.57719300666617,9.248949820175767,277.2937479894608,5077.133333333333
1785159442,20,,Aggregated,13.500000,0.000000,24,33,36,37,75,100,260,280,280,280,280,61,0,24,38.77075038636561,9.248949820175767,277.2937479894608,5033.55737704918
1785159443,25,,Aggregated,14.666667,0.000000,22,33,36,37,75,94,260,280,280,280,280,82,0,21,36.220077229323,8.859591092914343,277.2937479894608,4635.621951219512
1785159444,25,,Aggregated,14.500000,0.000000,21,30,35,36,75,94,260,280,280,280,280,86,0,21,35.139047010087,8.649922907352448,277.2937479894608,4457.988372093023
1785159445,25,,Aggregated,16.000000,0.000000,21,29,34,36,75,94,260,280,280,280,280,89,0,21,34.32406924842867,8.649922907352448,277.2937479894608,4320.4157303370785
1785159446,25,,Aggregated,16.000000,0.000000,21,29,34,36,65,94,260,280,280,280,280,93,0,21,33.622916667692124,8.649922907352448,277.2937479894608,4151.279569892473
1785159447,25,,Aggregated,12.428571,0.000000,21,29,34,36,75,100,280,8100,8100,8100,8100,100,0,21,112.82073301495984,8.649922907352448,8055.679152952507,3961.23
1785159448,25,,Aggregated,11.625000,0.000000,21,28,34,36,65,94,260,280,8100,8100,8100,104,0,20,108.94179236940825,8.649922907352448,8055.679152952507,3846.5
1785159449,25,,Aggregated,10.666667,0.000000,20,27,34,36,58,94,260,280,8100,8100,8100,112,0,20,102.31294904536169,8.649922907352448,8055.679152952507,3673.1964285714284
1785159450,25,,Aggregated,10.000000,0.000000,19,27,33,36,58,94,260,280,8100,8100,8100,118,0,19,97.9391184390791,8.649922907352448,8055.679152952507,3526.008474576271
1785159451,25,,Aggregated,10.000000,0.000000,19,25,33,35,51,92,260,280,8100,8100,8100,125,0,19,93.3575216718018,8.649922907352448,8055.679152952507,3374.112
1785159452,25,,Aggregated,8.500000,0.000000,18,25,32,34,51,92,260,280,8100,8100,8100,129,0,18,90.99194764289572,8.649922907352448,8055.679152952507,3278.6744186046512
1785159453,25,,Aggregated,8.100000,0.000000,17,23,31,34,51,92,260,280,8100,8100,8100,142,0,17,85.51777838762115,8.649922907352448,8055.679152952507,3026.4718309859154
1785159454,25,,Aggregated,6.700000,0.000000,16,23,32,34,58,94,260,8000,8100,8100,8100,151,0,16,134.85134392668377,8.649922907352448,8055.679152952507,2910.6953642384105
1785159455,25,,Aggregated,5.300000,0.000000,16,23,32,34,58,94,260,8000,8100,8100,8100,152,0,16,134.05592820306896,8.649922907352448,8055.679152952507,2898.3289473684213
1785159456,25,,Aggregated,6.300000,0.000000,16,22,30,34,52,92,260,8000,8100,8100,8100,164,0,16,125.41576469084248,8.649922907352448,8055.679152952507,2802.256097560976
1785159457,25,,Aggregated,6.400000,0.000000,16,22,29,34,52,92,260,8000,8100,8100,8100,165,0,16,124.76189671733388,8.649922907352448,8055.679152952507,2800.042424242424
1785159458,25,,Aggregated,6.000000,0.000000,15,21,29,34,52,92,260,8000,8100,8100,8100,170,0,15,121.39638029038906,8.649922907352448,8055.679152952507,2831.670588235294
1785159459,25,,Aggregated,6.000000,0.000000,15,21,29,34,52,94,280,8000,8100,8100,8100,172,0,15,166.76023208974794,8.649922907352448,8055.679152952507,2813.9476744186045
1785159460,25,,Aggregated,6.700000,0.000000,15,21,29,34,58,100,8000,8000,8100,8100,8100,177,0,15,207.79065481034544,8.649922907352448,8055.679152952507,2742.4858757062148
1785159461,25,,Aggregated,6.300000,0.000000,15,21,29,34,58,94,8000,8000,8100,8100,8100,199,0,15,187.1881876901335,8.649922907352448,8055.679152952507,2510.778894472362
1785159462,25,,Aggregated,6.100000,0.000000,14,21,29,34,58,100,8000,8000,8100,8100,8100,214,0,14,250.248775795694,8.649922907352448,8055.679152952507,2363.8831775700933
1785159463,25,,Aggregated,5.400000,0.000000,14,21,29,33,52,94,8000,8000,8100,8100,8100,222,0,14,241.73636569406602,8.649922907352448,8055.679152952507,2293.1036036036035
1785159464,25,,Aggregated,8.500000,0.000000,14,21,29,33,52,94,8000,8000,8100,8100,8100,224,0,14,239.7000963173923,8.649922907352448,8055.679152952507,2285.8571428571427
1785159465,25,,Aggregated,8.300000,0.000000,14,21,29,33,52,94,8000,8000,8100,8100,8100,227,0,14,236.7081665167265,8.649922907352448,8055.679152952507,2260.726872246696
1785159466,25,,Aggregated,7.500000,0.000000,14,21,29,33,51,94,8000,8000,8100,8100,8100,234,0,14,230.0756645595862,8.649922907352448,8055.679152952507,2254.769230769231
